Transaction_ID,Product_ID,Product_Category,Product_Subcategory,Product_Price,Quantity_Sold,Transaction_Date,Customer_ID,Customer_Location,Payment_Method,Total_Sales,Transaction_Month
605,154,Books,Shirt,217.21,5,2022-01-25,1039,Texas,PayPal,1086.05,1
606,112,Toys,Board Game,19.44,6,2023-06-12,1076,California,Credit Card,116.64000000000001,6
607,122,Books,Fruit,243.04,17,2022-07-01,1022,California,Credit Card,4131.68,7
608,188,Toys,Vegetable,332.9,11,2023-05-14,1015,Illinois,PayPal,3661.8999999999996,5
609,198,Toys,Fruit,63.66,16,2023-10-03,1093,California,Cash,1018.56,10
610,129,Electronics,Vegetable,148.0,12,2022-02-11,1060,Illinois,Credit Card,1776.0,2
611,116,Clothing,Non-fiction,201.93,15,2023-04-26,1067,New York,Cash,3028.9500000000003,4
612,161,Toys,Fiction,460.17,4,2023-03-15,1079,California,PayPal,1840.68,3
613,183,Toys,Fruit,496.66,18,2023-02-06,1030,New York,Debit Card,8939.880000000001,2
614,188,Groceries,Board Game,27.23,3,2023-06-30,1052,New York,Cash,81.69,6
615,185,Clothing,Vegetable,381.7,8,2022-12-11,1024,California,Credit Card,3053.6,12
616,112,Groceries,Pants,189.0,3,2022-02-14,1043,New York,Debit Card,567.0,2
617,158,Clothing,Action Figure,199.27,8,2023-10-08,1011,California,Cash,1594.16,10
618,118,Groceries,Pants,378.36,18,2022-01-21,1089,California,Cash,6810.4800000000005,1
619,148,Toys,Mobile,459.62,10,2023-09-26,1096,California,Debit Card,4596.2,9
620,199,Toys,Fiction,475.71,17,2022-03-11,1091,Texas,Debit Card,8087.07,3
621,111,Electronics,Fiction,290.68,8,2022-02-17,1008,New York,Debit Card,2325.44,2
622,160,Groceries,Pants,181.77,11,2023-05-06,1011,Florida,Credit Card,1999.47,5
623,118,Books,Shirt,394.84,5,2023-07-05,1068,California,Credit Card,1974.1999999999998,7
624,175,Electronics,Non-fiction,129.25,13,2022-10-14,1053,New York,Cash,1680.25,10
625,108,Groceries,Fruit,284.22,5,2022-01-10,1053,Illinois,Cash,1421.1000000000001,1
626,170,Groceries,Board Game,182.5,13,2023-06-26,1027,California,PayPal,2372.5,6
627,127,Electronics,Fiction,330.03,6,2022-10-01,1055,California,Credit Card,1980.1799999999998,10
628,177,Toys,Pants,124.0,5,2023-08-23,1098,Florida,Cash,620.0,8
629,194,Groceries,Pants,99.84,9,2023-01-16,1068,Texas,Debit Card,898.5600000000001,1
630,151,Toys,Non-fiction,459.53,16,2022-11-25,1097,Texas,Debit Card,7352.48,11
631,182,Electronics,Non-fiction,55.39,2,2023-04-24,1097,California,Credit Card,110.78,4
632,115,Toys,Laptop,255.45,1,2022-01-15,1076,New York,Debit Card,255.45,1
633,168,Clothing,Laptop,114.32,8,2023-05-31,1057,Illinois,PayPal,914.56,5
634,198,Books,Shirt,24.27,19,2022-07-10,1077,Illinois,Cash,461.13,7
635,111,Groceries,Shirt,22.83,11,2022-06-17,1074,New York,Cash,251.13,6
636,124,Books,Mobile,91.73,12,2023-06-05,1041,California,Cash,1100.76,6
637,151,Toys,Shirt,434.05,12,2023-09-13,1037,Illinois,Credit Card,5208.6,9
638,184,Groceries,Vegetable,144.83,7,2022-05-17,1067,Texas,Debit Card,1013.8100000000001,5
639,199,Toys,Non-fiction,475.48,13,2022-06-03,1052,New York,PayPal,6181.24,6
640,152,Clothing,Board Game,292.9,8,2023-01-23,1032,Florida,Credit Card,2343.2,1
641,122,Electronics,Vegetable,221.12,9,2022-07-28,1070,California,Cash,1990.08,7
642,115,Groceries,Fruit,292.14,7,2022-09-29,1055,New York,PayPal,2044.98,9
643,156,Clothing,Pants,260.77,15,2022-05-23,1071,Illinois,Cash,3911.5499999999997,5
644,138,Clothing,Shirt,380.59,2,2023-09-03,1050,California,Cash,761.18,9
645,152,Groceries,Pants,144.84,12,2022-03-10,1073,Texas,Credit Card,1738.08,3
646,141,Toys,Fiction,179.76,1,2022-09-04,1042,California,Cash,179.76,9
647,157,Clothing,Mobile,447.58,8,2022-09-18,1014,California,PayPal,3580.64,9
648,138,Books,Fiction,473.5,5,2022-03-20,1037,Texas,Cash,2367.5,3
649,113,Clothing,Mobile,446.82,15,2023-10-20,1014,Texas,Debit Card,6702.3,10
650,194,Toys,Laptop,212.63,1,2023-09-15,1004,California,Cash,212.63,9
651,104,Toys,Pants,391.28,1,2023-08-28,1092,Texas,Credit Card,391.28,8
652,134,Books,Mobile,240.79,10,2023-06-09,1082,New York,PayPal,2407.9,6
653,186,Clothing,Action Figure,251.28,10,2023-09-13,1053,Texas,Credit Card,2512.8,9
654,192,Toys,Vegetable,106.32,15,2022-11-26,1050,Texas,Debit Card,1594.8,11
655,174,Groceries,Mobile,297.61,17,2022-07-08,1009,California,Cash,5059.37,7
656,117,Electronics,Mobile,97.14,6,2022-04-05,1011,New York,Credit Card,582.84,4
657,175,Electronics,Vegetable,169.12,3,2023-09-09,1003,Florida,Credit Card,507.36,9
658,108,Electronics,Pants,428.24,13,2022-01-08,1094,Florida,Credit Card,5567.12,1
659,173,Clothing,Pants,107.5,16,2022-03-08,1017,Illinois,Credit Card,1720.0,3
660,157,Books,Vegetable,40.22,8,2023-05-11,1079,Texas,Debit Card,321.76,5
661,116,Toys,Fiction,39.16,15,2022-07-10,1035,Texas,Debit Card,587.4,7
662,106,Groceries,Action Figure,470.69,17,2023-01-01,1024,New York,Cash,8001.73,1
663,145,Groceries,Board Game,255.93,17,2023-06-05,1086,Florida,Cash,4350.81,6
664,112,Clothing,Fruit,207.66,13,2022-04-27,1075,Illinois,PayPal,2699.58,4
665,139,Electronics,Action Figure,406.38,17,2022-09-24,1097,New York,Debit Card,6908.46,9
666,141,Clothing,Pants,418.73,6,2023-09-03,1035,Texas,Credit Card,2512.38,9
667,108,Books,Board Game,169.43,17,2023-04-30,1066,Florida,Credit Card,2880.31,4
668,149,Books,Laptop,348.34,16,2023-05-24,1008,Illinois,PayPal,5573.44,5
669,126,Toys,Shirt,386.71,14,2022-10-25,1060,California,Credit Card,5413.94,10
670,165,Toys,Mobile,329.05,13,2022-06-13,1052,Florida,PayPal,4277.650000000001,6
671,104,Books,Vegetable,80.04,6,2023-01-11,1017,Illinois,Cash,480.24,1
672,128,Books,Vegetable,438.56,3,2023-10-15,1042,New York,Debit Card,1315.68,10
673,136,Books,Mobile,271.85,14,2022-09-25,1034,California,PayPal,3805.9000000000005,9
674,137,Clothing,Shirt,144.82,14,2023-07-03,1062,Illinois,Credit Card,2027.48,7
675,182,Books,Fruit,215.49,15,2022-03-15,1097,Illinois,PayPal,3232.3500000000004,3
676,107,Groceries,Shirt,23.6,8,2023-05-23,1077,Texas,Cash,188.8,5
677,164,Electronics,Board Game,68.29,15,2022-03-14,1003,Florida,Credit Card,1024.3500000000001,3
678,185,Books,Shirt,383.95,13,2022-11-04,1092,Texas,Cash,4991.349999999999,11
679,116,Electronics,Board Game,5.01,17,2022-07-18,1040,California,Cash,85.17,7
680,170,Clothing,Shirt,211.2,3,2022-05-10,1044,Illinois,PayPal,633.5999999999999,5
681,188,Electronics,Fruit,263.64,6,2023-07-26,1049,Texas,Cash,1581.84,7
682,144,Clothing,Fruit,32.04,5,2023-09-07,1078,Florida,Credit Card,160.2,9
683,103,Groceries,Pants,486.67,17,2023-05-02,1027,California,Cash,8273.39,5
684,135,Clothing,Mobile,116.93,2,2022-05-31,1041,New York,Cash,233.86,5
685,169,Clothing,Fruit,155.58,15,2023-10-31,1079,Texas,PayPal,2333.7000000000003,10
686,130,Toys,Board Game,155.45,5,2022-07-25,1075,California,Cash,777.25,7
687,118,Books,Fruit,119.06,6,2022-06-28,1068,New York,Debit Card,714.36,6
688,160,Books,Pants,5.73,6,2022-07-16,1097,Texas,PayPal,34.38,7
689,153,Groceries,Vegetable,366.03,18,2022-03-30,1000,California,PayPal,6588.539999999999,3
690,138,Groceries,Board Game,483.59,18,2023-03-10,1038,California,Credit Card,8704.619999999999,3
691,190,Books,Pants,116.03,4,2022-07-02,1095,Texas,Credit Card,464.12,7
692,173,Toys,Fiction,333.21,17,2022-07-28,1089,California,Credit Card,5664.57,7
693,189,Books,Fiction,372.24,14,2023-05-08,1016,Illinois,Credit Card,5211.360000000001,5
694,118,Toys,Laptop,424.97,14,2022-05-10,1090,Texas,Debit Card,5949.58,5
695,138,Groceries,Shirt,214.2,13,2023-10-27,1087,California,PayPal,2784.6,10
696,166,Electronics,Mobile,154.95,7,2022-01-13,1034,New York,Cash,1084.6499999999999,1
697,144,Groceries,Non-fiction,166.02,12,2023-09-26,1045,New York,Credit Card,1992.2400000000002,9
698,112,Groceries,Action Figure,357.75,15,2022-04-16,1041,Illinois,Credit Card,5366.25,4
699,191,Clothing,Pants,409.31,19,2023-01-10,1038,Texas,Credit Card,7776.89,1
700,157,Clothing,Vegetable,94.9,11,2023-08-05,1089,California,Cash,1043.9,8
701,119,Clothing,Action Figure,188.62,15,2023-12-08,1048,California,Credit Card,2829.3,12
702,191,Clothing,Vegetable,451.46,12,2023-11-29,1061,New York,Cash,5417.5199999999995,11
703,171,Toys,Action Figure,404.31,3,2022-04-09,1037,Illinois,PayPal,1212.93,4
704,160,Books,Pants,492.5,17,2023-08-17,1022,New York,PayPal,8372.5,8
705,138,Electronics,Non-fiction,378.35,3,2023-08-10,1021,New York,PayPal,1135.0500000000002,8
706,100,Groceries,Action Figure,199.63,19,2022-07-11,1003,Illinois,Debit Card,3792.97,7
707,102,Toys,Pants,297.37,4,2022-11-21,1048,Texas,Cash,1189.48,11
708,176,Electronics,Fruit,332.2,3,2023-12-27,1058,California,Credit Card,996.5999999999999,12
709,191,Toys,Non-fiction,43.84,16,2023-04-12,1072,Texas,Credit Card,701.44,4
710,161,Toys,Board Game,274.53,12,2023-01-02,1067,Florida,Credit Card,3294.3599999999997,1
711,162,Groceries,Vegetable,356.11,8,2022-11-14,1070,Florida,Credit Card,2848.88,11
712,124,Books,Fiction,87.82,17,2022-05-24,1086,Florida,Debit Card,1492.9399999999998,5
713,155,Clothing,Shirt,391.41,7,2023-01-19,1001,Illinois,Credit Card,2739.8700000000003,1
714,132,Books,Fiction,293.97,11,2022-08-04,1048,New York,Debit Card,3233.67,8
715,137,Groceries,Non-fiction,476.35,18,2022-12-27,1087,Texas,Cash,8574.300000000001,12
716,105,Groceries,Board Game,26.0,1,2022-11-20,1094,California,PayPal,26.0,11
717,157,Groceries,Vegetable,136.34,3,2022-01-15,1030,Florida,Credit Card,409.02,1
718,143,Electronics,Board Game,302.77,4,2022-08-05,1039,Texas,PayPal,1211.08,8
719,144,Books,Action Figure,151.8,13,2023-05-07,1047,Florida,Cash,1973.4,5
720,131,Books,Vegetable,358.64,6,2023-07-01,1050,Florida,Cash,2151.84,7
721,144,Toys,Action Figure,380.71,14,2022-07-02,1042,California,Credit Card,5329.94,7
722,160,Toys,Pants,55.75,5,2022-09-27,1097,Illinois,Cash,278.75,9
723,146,Toys,Non-fiction,259.36,16,2023-04-12,1054,New York,PayPal,4149.76,4
724,120,Groceries,Pants,256.9,15,2023-09-04,1087,Illinois,Credit Card,3853.4999999999995,9
725,179,Books,Laptop,187.79,15,2023-06-03,1048,Texas,Debit Card,2816.85,6
726,184,Groceries,Board Game,466.8,4,2023-06-26,1089,Illinois,Credit Card,1867.2,6
727,174,Electronics,Action Figure,414.62,8,2023-04-12,1079,Texas,PayPal,3316.96,4
728,135,Toys,Fruit,350.12,16,2022-11-01,1056,Texas,Credit Card,5601.92,11
729,198,Groceries,Pants,358.59,16,2022-05-24,1076,New York,Credit Card,5737.44,5
730,118,Groceries,Laptop,233.55,4,2022-04-21,1014,California,PayPal,934.2,4
731,119,Electronics,Mobile,460.89,13,2022-08-20,1026,New York,Credit Card,5991.57,8
732,156,Clothing,Fiction,348.82,13,2023-11-22,1067,Illinois,Credit Card,4534.66,11
733,117,Books,Vegetable,365.85,2,2023-08-07,1079,Texas,PayPal,731.7,8
734,146,Clothing,Laptop,431.54,3,2023-12-23,1063,Florida,Cash,1294.6200000000001,12
735,148,Toys,Non-fiction,140.67,8,2023-08-15,1093,Florida,PayPal,1125.36,8
736,113,Groceries,Pants,404.5,15,2023-05-15,1029,Texas,Credit Card,6067.5,5
737,114,Electronics,Non-fiction,101.64,11,2023-08-18,1035,New York,Debit Card,1118.04,8
738,130,Electronics,Fiction,175.94,9,2023-07-08,1066,California,Debit Card,1583.46,7
739,100,Books,Fruit,171.13,7,2022-09-30,1085,New York,PayPal,1197.9099999999999,9
740,153,Clothing,Board Game,489.37,13,2023-12-04,1085,Texas,Debit Card,6361.81,12
741,102,Books,Board Game,428.99,2,2022-06-22,1048,Texas,Credit Card,857.98,6
742,115,Groceries,Non-fiction,352.08,8,2022-01-07,1075,California,Credit Card,2816.64,1
743,186,Books,Action Figure,364.89,7,2022-06-04,1054,Illinois,PayPal,2554.23,6
744,156,Electronics,Fruit,283.23,12,2023-06-06,1084,Illinois,Credit Card,3398.76,6
745,174,Electronics,Board Game,473.81,19,2023-06-30,1055,California,Cash,9002.39,6
746,111,Toys,Fruit,250.65,7,2023-07-02,1067,Illinois,Credit Card,1754.55,7
747,173,Toys,Laptop,193.36,10,2023-06-02,1094,Florida,PayPal,1933.6000000000001,6
748,195,Groceries,Fruit,85.7,16,2022-08-03,1043,Illinois,Cash,1371.2,8
749,115,Clothing,Shirt,394.17,3,2022-05-14,1030,Illinois,Cash,1182.51,5
750,171,Books,Fiction,368.55,10,2022-10-12,1057,Illinois,Debit Card,3685.5,10
751,175,Groceries,Board Game,195.26,6,2022-05-06,1086,Florida,Credit Card,1171.56,5
752,123,Toys,Fruit,17.47,18,2023-03-15,1052,Illinois,PayPal,314.46,3
753,127,Books,Non-fiction,420.3,18,2023-11-17,1083,Florida,Debit Card,7565.400000000001,11
754,107,Toys,Mobile,10.65,5,2022-06-01,1078,California,Debit Card,53.25,6
755,191,Books,Shirt,353.33,7,2022-11-27,1022,New York,Credit Card,2473.31,11
756,135,Clothing,Shirt,485.28,2,2023-06-22,1027,California,Credit Card,970.56,6
757,189,Groceries,Action Figure,221.64,11,2023-01-18,1015,New York,PayPal,2438.04,1
758,107,Books,Fruit,121.31,13,2022-04-25,1036,California,Debit Card,1577.03,4
759,157,Electronics,Action Figure,353.91,5,2023-04-27,1020,New York,PayPal,1769.5500000000002,4
760,159,Electronics,Action Figure,409.48,6,2022-10-11,1078,New York,Debit Card,2456.88,10
761,149,Books,Mobile,275.48,14,2022-03-16,1016,Texas,Debit Card,3856.7200000000003,3
762,127,Books,Laptop,483.68,12,2022-06-15,1036,New York,Debit Card,5804.16,6
763,191,Books,Fruit,30.58,4,2022-07-08,1076,New York,Credit Card,122.32,7
764,140,Electronics,Pants,254.87,6,2022-03-19,1018,Texas,Debit Card,1529.22,3
765,199,Electronics,Board Game,360.63,10,2023-08-25,1029,Illinois,Debit Card,3606.3,8
766,163,Books,Action Figure,432.01,18,2023-11-19,1044,Illinois,Debit Card,7776.18,11
767,126,Toys,Fiction,93.73,15,2022-01-21,1017,Texas,Cash,1405.95,1
768,162,Toys,Vegetable,401.0,8,2023-07-20,1077,Florida,Credit Card,3208.0,7
769,116,Clothing,Fiction,278.59,9,2022-07-03,1061,New York,Cash,2507.31,7
770,172,Groceries,Mobile,201.29,5,2022-08-10,1035,New York,Credit Card,1006.4499999999999,8
771,132,Toys,Mobile,70.2,10,2022-11-24,1099,Texas,PayPal,702.0,11
772,183,Electronics,Non-fiction,433.32,6,2022-06-28,1083,Texas,Cash,2599.92,6
773,176,Toys,Laptop,82.85,16,2022-04-22,1051,Florida,PayPal,1325.6,4
774,191,Clothing,Board Game,158.34,3,2023-12-27,1018,Illinois,Debit Card,475.02,12
775,128,Clothing,Action Figure,148.57,10,2022-02-28,1043,California,PayPal,1485.6999999999998,2
776,112,Groceries,Fiction,436.35,11,2022-11-23,1006,Illinois,PayPal,4799.85,11
777,145,Toys,Vegetable,337.99,11,2023-09-13,1043,New York,PayPal,3717.8900000000003,9
778,134,Electronics,Mobile,399.36,17,2023-10-31,1067,Texas,PayPal,6789.12,10
779,105,Electronics,Mobile,128.98,4,2022-07-10,1033,Florida,Credit Card,515.92,7
780,181,Books,Laptop,314.31,4,2022-07-19,1065,Illinois,Cash,1257.24,7
781,168,Electronics,Vegetable,288.01,17,2022-11-08,1068,Florida,Credit Card,4896.17,11
782,146,Groceries,Vegetable,417.25,9,2023-12-09,1054,Illinois,Credit Card,3755.25,12
783,124,Groceries,Laptop,453.51,19,2022-02-04,1009,New York,Credit Card,8616.69,2
784,165,Electronics,Mobile,11.02,5,2023-01-14,1095,California,PayPal,55.099999999999994,1
785,109,Electronics,Board Game,338.64,6,2023-01-22,1041,Florida,Credit Card,2031.84,1
786,155,Books,Fruit,30.66,3,2022-08-25,1040,Florida,Cash,91.98,8
787,129,Electronics,Fruit,276.69,1,2023-09-08,1076,California,Credit Card,276.69,9
788,104,Books,Laptop,147.38,16,2023-06-03,1068,Florida,Debit Card,2358.08,6
789,132,Books,Vegetable,156.85,11,2022-10-10,1009,Florida,PayPal,1725.35,10
790,164,Electronics,Action Figure,179.71,13,2022-01-01,1009,Illinois,Debit Card,2336.23,1
791,117,Clothing,Laptop,312.54,10,2023-04-09,1090,Illinois,Cash,3125.4,4
792,195,Clothing,Board Game,170.35,3,2022-08-18,1059,California,Cash,511.04999999999995,8
793,148,Books,Laptop,367.69,9,2022-06-21,1050,New York,Cash,3309.21,6
794,110,Electronics,Shirt,205.24,12,2022-03-28,1020,Florida,Cash,2462.88,3
795,184,Clothing,Fiction,38.83,14,2023-07-07,1007,New York,Credit Card,543.62,7
796,125,Electronics,Vegetable,392.96,1,2022-05-03,1064,California,PayPal,392.96,5
797,162,Electronics,Non-fiction,146.45,18,2022-10-25,1091,California,Cash,2636.1,10
798,188,Electronics,Non-fiction,219.22,17,2023-11-21,1077,Illinois,Debit Card,3726.74,11
799,185,Toys,Vegetable,344.29,9,2023-07-29,1084,Florida,Cash,3098.61,7
800,158,Electronics,Board Game,169.57,9,2023-04-29,1029,Texas,PayPal,1526.1299999999999,4
801,126,Toys,Shirt,33.01,10,2022-06-14,1084,California,Debit Card,330.09999999999997,6
802,148,Books,Shirt,190.09,19,2023-11-30,1048,Florida,Debit Card,3611.71,11
803,176,Clothing,Mobile,472.5,15,2023-01-18,1008,New York,Debit Card,7087.5,1
804,132,Clothing,Fiction,322.66,5,2022-07-28,1016,Illinois,Credit Card,1613.3000000000002,7
805,197,Clothing,Fruit,337.38,15,2023-03-08,1068,New York,Cash,5060.7,3
806,198,Clothing,Pants,317.98,2,2023-01-24,1057,California,Credit Card,635.96,1
807,100,Clothing,Board Game,103.5,13,2023-07-14,1056,California,Debit Card,1345.5,7
808,120,Clothing,Pants,212.08,16,2022-08-12,1061,New York,Credit Card,3393.28,8
809,154,Clothing,Pants,376.72,15,2022-01-03,1094,California,Credit Card,5650.8,1
810,105,Books,Vegetable,55.18,10,2023-01-07,1051,Florida,Credit Card,551.8,1
811,191,Electronics,Non-fiction,142.54,14,2023-11-18,1060,California,Cash,1995.56,11
812,180,Groceries,Non-fiction,141.78,10,2023-03-22,1039,Illinois,Debit Card,1417.8,3
813,168,Toys,Fruit,218.85,14,2023-09-03,1037,Florida,Debit Card,3063.9,9
814,194,Groceries,Vegetable,490.28,9,2022-04-26,1042,Texas,Cash,4412.5199999999995,4
815,104,Groceries,Pants,38.41,14,2022-09-27,1062,California,Credit Card,537.74,9
816,102,Electronics,Action Figure,261.76,3,2023-03-23,1018,California,Credit Card,785.28,3
817,152,Electronics,Non-fiction,93.79,16,2023-01-03,1099,Illinois,PayPal,1500.64,1
818,122,Electronics,Board Game,485.48,2,2022-09-10,1049,Illinois,PayPal,970.96,9
819,152,Clothing,Board Game,61.09,10,2022-11-13,1032,New York,PayPal,610.9000000000001,11
820,136,Books,Mobile,204.78,3,2023-02-19,1012,New York,Cash,614.34,2
821,173,Clothing,Laptop,370.25,11,2022-04-05,1077,New York,Debit Card,4072.75,4
822,173,Books,Action Figure,353.75,11,2022-01-24,1096,Illinois,PayPal,3891.25,1
823,182,Books,Non-fiction,214.25,13,2023-09-20,1061,New York,Debit Card,2785.25,9
824,116,Groceries,Shirt,176.53,7,2023-10-25,1092,New York,Debit Card,1235.71,10
825,184,Groceries,Non-fiction,201.82,17,2022-02-19,1042,Texas,Debit Card,3430.94,2
826,177,Books,Mobile,135.82,2,2023-05-17,1048,New York,Cash,271.64,5
827,172,Books,Board Game,106.64,12,2023-12-19,1035,California,Cash,1279.68,12
828,100,Clothing,Pants,244.1,10,2023-05-13,1009,Illinois,Cash,2441.0,5
829,150,Clothing,Shirt,137.92,18,2022-12-01,1094,Florida,Cash,2482.56,12
830,144,Groceries,Vegetable,147.29,11,2022-03-20,1005,Texas,PayPal,1620.1899999999998,3
831,176,Electronics,Fiction,330.09,16,2023-08-05,1056,Illinois,Credit Card,5281.44,8
832,103,Books,Pants,484.43,17,2022-01-27,1000,Illinois,Credit Card,8235.31,1
833,161,Clothing,Fiction,303.8,19,2022-09-28,1070,California,Credit Card,5772.2,9
834,164,Groceries,Action Figure,43.1,18,2023-07-16,1057,New York,PayPal,775.8000000000001,7
835,131,Clothing,Laptop,42.41,3,2022-09-04,1090,California,Credit Card,127.22999999999999,9
836,133,Books,Shirt,475.95,16,2023-08-14,1020,New York,PayPal,7615.2,8
837,191,Books,Fruit,152.16,6,2023-01-22,1091,New York,PayPal,912.96,1
838,194,Toys,Shirt,50.57,12,2023-12-03,1079,Illinois,PayPal,606.84,12
839,171,Electronics,Non-fiction,301.53,11,2023-07-13,1055,New York,Credit Card,3316.83,7
840,138,Toys,Board Game,313.71,15,2022-12-27,1086,Texas,Debit Card,4705.65,12
841,125,Groceries,Non-fiction,326.01,15,2023-05-03,1019,Texas,Credit Card,4890.15,5
842,133,Clothing,Non-fiction,137.36,16,2022-12-18,1053,Texas,Credit Card,2197.76,12
843,153,Groceries,Action Figure,12.48,10,2023-12-02,1024,Illinois,Cash,124.80000000000001,12
844,102,Books,Pants,482.68,12,2022-09-13,1027,California,PayPal,5792.16,9
845,149,Toys,Fruit,129.19,13,2022-08-10,1004,Florida,Debit Card,1679.47,8
846,111,Toys,Fruit,339.63,4,2022-01-01,1020,New York,Cash,1358.52,1
847,164,Toys,Non-fiction,354.78,7,2023-06-30,1017,Florida,Debit Card,2483.46,6
848,153,Groceries,Fiction,306.95,2,2023-03-22,1046,California,Debit Card,613.9,3
849,104,Books,Action Figure,159.89,15,2022-03-20,1069,California,PayPal,2398.35,3
850,193,Clothing,Non-fiction,139.19,8,2022-08-24,1056,Illinois,Credit Card,1113.52,8
851,193,Clothing,Laptop,300.85,7,2022-11-30,1092,Texas,PayPal,2105.9500000000003,11
852,156,Groceries,Board Game,433.72,15,2022-12-15,1018,Texas,PayPal,6505.8,12
853,116,Toys,Pants,473.63,14,2022-04-08,1096,California,Cash,6630.82,4
854,146,Electronics,Vegetable,57.42,8,2022-03-23,1064,Illinois,PayPal,459.36,3
855,122,Groceries,Laptop,81.64,12,2023-05-17,1002,Illinois,Credit Card,979.6800000000001,5
856,178,Groceries,Fiction,472.64,13,2023-04-22,1041,New York,Debit Card,6144.32,4
857,184,Books,Shirt,369.58,11,2023-12-05,1020,Texas,PayPal,4065.3799999999997,12
858,113,Clothing,Shirt,442.08,17,2023-07-04,1098,California,Debit Card,7515.36,7
859,165,Groceries,Laptop,105.3,17,2022-01-14,1039,Florida,PayPal,1790.1,1
860,174,Groceries,Non-fiction,295.86,4,2023-01-27,1066,Texas,Debit Card,1183.44,1
861,150,Toys,Vegetable,352.06,8,2022-12-13,1024,New York,PayPal,2816.48,12
862,137,Toys,Mobile,341.66,5,2022-11-06,1054,Illinois,Cash,1708.3000000000002,11
863,163,Electronics,Mobile,207.04,16,2023-01-21,1083,California,Debit Card,3312.64,1
864,197,Books,Fiction,12.62,4,2022-07-28,1051,Texas,PayPal,50.48,7
865,137,Electronics,Non-fiction,293.55,15,2022-12-23,1043,Florida,PayPal,4403.25,12
866,149,Toys,Fruit,130.29,12,2023-08-24,1097,New York,Cash,1563.48,8
867,197,Clothing,Fruit,227.88,5,2023-07-22,1084,New York,Cash,1139.4,7
868,181,Toys,Pants,479.0,16,2022-04-04,1055,Texas,Cash,7664.0,4
869,129,Books,Vegetable,202.52,14,2022-04-03,1054,Florida,Debit Card,2835.28,4
870,178,Toys,Vegetable,420.7,10,2022-12-06,1086,New York,Debit Card,4207.0,12
871,190,Books,Shirt,98.33,7,2023-08-20,1069,California,Cash,688.31,8
872,150,Books,Action Figure,337.87,13,2023-03-21,1076,New York,Credit Card,4392.31,3
873,162,Books,Fiction,488.62,5,2022-01-22,1086,Florida,Credit Card,2443.1,1
874,197,Books,Mobile,55.44,3,2022-10-18,1072,Illinois,PayPal,166.32,10
875,151,Books,Fiction,9.12,15,2023-04-30,1080,Illinois,Credit Card,136.79999999999998,4
876,137,Clothing,Fruit,219.62,4,2022-11-02,1065,Texas,PayPal,878.48,11
877,196,Electronics,Fruit,50.85,15,2023-09-26,1018,Florida,Debit Card,762.75,9
878,187,Groceries,Laptop,375.45,14,2022-05-08,1082,New York,Debit Card,5256.3,5
879,178,Electronics,Pants,457.7,19,2023-09-17,1006,New York,Credit Card,8696.3,9
880,129,Books,Vegetable,219.84,13,2022-09-30,1062,Illinois,Debit Card,2857.92,9
881,150,Clothing,Board Game,133.06,10,2023-03-18,1041,Illinois,Cash,1330.6,3
882,180,Toys,Fiction,220.03,5,2023-05-18,1041,California,Cash,1100.15,5
883,104,Clothing,Fruit,363.11,6,2022-05-10,1058,Illinois,Credit Card,2178.66,5
884,128,Books,Action Figure,9.48,4,2022-05-12,1019,California,Credit Card,37.92,5
885,103,Clothing,Shirt,296.78,2,2023-08-20,1072,New York,PayPal,593.56,8
886,109,Clothing,Mobile,308.58,16,2023-04-27,1016,California,Debit Card,4937.28,4
887,155,Books,Pants,320.66,18,2023-01-25,1026,California,PayPal,5771.88,1
888,116,Clothing,Action Figure,124.8,5,2023-08-16,1046,Texas,PayPal,624.0,8
889,173,Groceries,Pants,358.46,4,2022-11-21,1001,Illinois,Cash,1433.84,11
890,116,Groceries,Laptop,50.24,13,2022-03-10,1062,California,Cash,653.12,3
891,183,Clothing,Board Game,103.64,19,2023-10-22,1061,New York,Cash,1969.16,10
892,187,Toys,Fruit,439.35,2,2023-03-24,1099,Florida,Cash,878.7,3
893,168,Books,Shirt,370.67,13,2023-06-12,1018,California,PayPal,4818.71,6
894,133,Groceries,Action Figure,11.8,11,2023-09-09,1016,Illinois,Cash,129.8,9
895,105,Toys,Pants,127.95,4,2022-06-14,1068,Texas,Debit Card,511.8,6
896,152,Clothing,Vegetable,111.13,15,2023-05-03,1038,New York,Cash,1666.9499999999998,5
897,165,Toys,Laptop,139.05,4,2023-12-14,1081,Texas,Cash,556.2,12
898,176,Electronics,Vegetable,127.54,9,2023-12-10,1070,Florida,Cash,1147.8600000000001,12
899,142,Groceries,Shirt,35.95,7,2023-03-02,1080,California,Credit Card,251.65000000000003,3
900,174,Clothing,Action Figure,232.18,19,2023-11-28,1038,California,Debit Card,4411.42,11
901,122,Books,Laptop,367.7,19,2022-09-22,1035,Illinois,Debit Card,6986.3,9
902,154,Clothing,Action Figure,305.33,6,2023-09-04,1039,California,PayPal,1831.98,9
903,179,Books,Fruit,338.07,6,2022-12-08,1044,New York,PayPal,2028.42,12
904,194,Clothing,Non-fiction,45.17,15,2023-12-27,1003,Florida,Cash,677.5500000000001,12
905,174,Toys,Laptop,475.99,15,2022-10-05,1024,Texas,Credit Card,7139.85,10
906,115,Toys,Vegetable,420.05,9,2023-11-05,1068,Florida,PayPal,3780.4500000000003,11
907,107,Toys,Shirt,403.52,4,2023-03-15,1029,California,PayPal,1614.08,3
