Transaction ID,Product ID,Product Category,Product Subcategory,Product Price,Quantity Sold,Transaction Date,Customer ID,Customer Location,Payment Method,Transaction_Date,Product_Price,Quantity_Sold,Total_Sales,Transaction_Month
470,112,Groceries,Shirt,234.73,13,2022-03-07,1032,New York,Cash,2022-03-07,234.73,13,3051.49,3
471,129,Books,Shirt,481.93,18,2023-01-05,1058,New York,PayPal,2023-01-05,481.93,18,8674.74,1
472,118,Books,Board Game,261.92,14,2022-06-24,1017,Florida,Debit Card,2022-06-24,261.92,14,3666.88,6
473,116,Toys,Fruit,340.38,18,2023-08-11,1055,Texas,Credit Card,2023-08-11,340.38,18,6126.84,8
474,162,Clothing,Fruit,159.37,13,2023-05-10,1091,Texas,Debit Card,2023-05-10,159.37,13,2071.81,5
475,118,Groceries,Vegetable,388.13,11,2022-04-24,1056,Texas,Credit Card,2022-04-24,388.13,11,4269.43,4
476,191,Toys,Non-fiction,387.6,16,2022-04-21,1095,California,Debit Card,2022-04-21,387.6,16,6201.6,4
477,157,Groceries,Board Game,263.04,17,2023-03-15,1075,California,PayPal,2023-03-15,263.04,17,4471.68,3
478,154,Clothing,Vegetable,488.13,8,2023-12-16,1047,Illinois,Cash,2023-12-16,488.13,8,3905.04,12
479,189,Books,Mobile,67.15,19,2022-05-27,1041,California,Debit Card,2022-05-27,67.15,19,1275.8500000000001,5
480,189,Electronics,Non-fiction,13.39,15,2022-02-04,1026,California,Credit Card,2022-02-04,13.39,15,200.85000000000002,2
481,161,Books,Non-fiction,386.23,9,2022-11-05,1073,California,Cash,2022-11-05,386.23,9,3476.07,11
482,122,Toys,Action Figure,404.54,10,2023-06-22,1051,Florida,Credit Card,2023-06-22,404.54,10,4045.4,6
483,108,Electronics,Action Figure,64.5,12,2022-01-14,1041,California,PayPal,2022-01-14,64.5,12,774.0,1
484,111,Toys,Laptop,136.46,1,2023-01-09,1031,New York,Cash,2023-01-09,136.46,1,136.46,1
485,100,Clothing,Laptop,13.69,9,2023-07-11,1025,New York,Credit Card,2023-07-11,13.69,9,123.21,7
486,157,Electronics,Shirt,150.19,15,2023-03-04,1024,Illinois,Debit Card,2023-03-04,150.19,15,2252.85,3
487,100,Toys,Mobile,387.71,1,2023-12-29,1074,Florida,PayPal,2023-12-29,387.71,1,387.71,12
488,133,Clothing,Pants,261.39,12,2022-08-21,1022,New York,PayPal,2022-08-21,261.39,12,3136.68,8
489,195,Books,Pants,177.31,3,2023-12-06,1097,Florida,PayPal,2023-12-06,177.31,3,531.9300000000001,12
490,147,Clothing,Action Figure,189.01,11,2023-07-17,1056,Florida,Debit Card,2023-07-17,189.01,11,2079.1099999999997,7
491,188,Groceries,Action Figure,5.67,2,2023-12-27,1051,Illinois,Debit Card,2023-12-27,5.67,2,11.34,12
492,100,Clothing,Action Figure,153.4,16,2023-10-25,1086,Florida,Cash,2023-10-25,153.4,16,2454.4,10
493,115,Clothing,Board Game,325.0,9,2023-03-16,1092,California,Debit Card,2023-03-16,325.0,9,2925.0,3
494,160,Groceries,Fiction,487.23,15,2023-05-17,1030,Florida,Cash,2023-05-17,487.23,15,7308.450000000001,5
495,163,Toys,Laptop,424.3,12,2022-10-02,1063,Illinois,PayPal,2022-10-02,424.3,12,5091.6,10
496,162,Toys,Board Game,16.68,1,2022-03-17,1070,Illinois,Cash,2022-03-17,16.68,1,16.68,3
497,168,Clothing,Fruit,449.79,13,2023-03-15,1032,Illinois,Credit Card,2023-03-15,449.79,13,5847.27,3
498,121,Groceries,Pants,392.68,14,2023-11-30,1084,New York,PayPal,2023-11-30,392.68,14,5497.52,11
499,192,Groceries,Non-fiction,391.29,8,2022-10-16,1001,California,PayPal,2022-10-16,391.29,8,3130.32,10
500,166,Books,Laptop,231.71,8,2023-06-24,1017,New York,Cash,2023-06-24,231.71,8,1853.68,6
501,175,Toys,Vegetable,202.01,12,2023-11-23,1046,Texas,PayPal,2023-11-23,202.01,12,2424.12,11
502,125,Electronics,Fruit,154.94,1,2022-09-10,1032,California,Debit Card,2022-09-10,154.94,1,154.94,9
503,115,Toys,Laptop,37.52,11,2022-05-06,1097,Florida,Credit Card,2022-05-06,37.52,11,412.72,5
504,150,Toys,Board Game,117.98,8,2022-06-26,1083,Illinois,Cash,2022-06-26,117.98,8,943.84,6
505,185,Books,Mobile,127.07,10,2022-02-06,1034,Texas,Cash,2022-02-06,127.07,10,1270.6999999999998,2
506,156,Electronics,Non-fiction,244.62,19,2023-02-14,1050,California,PayPal,2023-02-14,244.62,19,4647.78,2
507,128,Books,Laptop,374.98,11,2023-09-03,1017,New York,Debit Card,2023-09-03,374.98,11,4124.780000000001,9
508,177,Electronics,Fiction,239.54,7,2023-09-02,1087,Illinois,PayPal,2023-09-02,239.54,7,1676.78,9
509,191,Clothing,Action Figure,33.63,11,2022-05-07,1071,New York,PayPal,2022-05-07,33.63,11,369.93,5
510,168,Electronics,Action Figure,479.11,17,2023-04-28,1029,California,Cash,2023-04-28,479.11,17,8144.87,4
511,146,Books,Non-fiction,471.65,1,2022-06-17,1043,California,PayPal,2022-06-17,471.65,1,471.65,6
512,193,Toys,Board Game,393.67,8,2023-08-15,1052,Texas,Credit Card,2023-08-15,393.67,8,3149.36,8
513,161,Electronics,Action Figure,495.71,6,2022-10-21,1009,Florida,PayPal,2022-10-21,495.71,6,2974.2599999999998,10
514,168,Electronics,Laptop,274.52,18,2023-09-30,1086,New York,PayPal,2023-09-30,274.52,18,4941.36,9
515,175,Groceries,Vegetable,481.57,6,2022-12-09,1051,Texas,Cash,2022-12-09,481.57,6,2889.42,12
516,115,Toys,Pants,42.42,5,2022-11-06,1048,Illinois,PayPal,2022-11-06,42.42,5,212.10000000000002,11
517,189,Clothing,Pants,186.01,13,2023-10-24,1010,Florida,Debit Card,2023-10-24,186.01,13,2418.13,10
518,189,Books,Fruit,116.56,19,2023-06-12,1065,Texas,Cash,2023-06-12,116.56,19,2214.64,6
519,147,Clothing,Shirt,101.94,8,2023-06-24,1057,New York,PayPal,2023-06-24,101.94,8,815.52,6
520,184,Toys,Mobile,74.7,9,2023-02-23,1089,California,Credit Card,2023-02-23,74.7,9,672.3000000000001,2
521,138,Electronics,Non-fiction,313.09,17,2023-03-20,1035,Illinois,Credit Card,2023-03-20,313.09,17,5322.53,3
522,199,Electronics,Fruit,391.75,3,2023-11-16,1032,New York,Cash,2023-11-16,391.75,3,1175.25,11
523,132,Toys,Shirt,291.26,19,2023-07-12,1046,Florida,Cash,2023-07-12,291.26,19,5533.94,7
524,193,Electronics,Board Game,77.75,11,2022-08-24,1012,Florida,PayPal,2022-08-24,77.75,11,855.25,8
525,122,Electronics,Fiction,406.51,17,2023-03-15,1039,California,Debit Card,2023-03-15,406.51,17,6910.67,3
526,109,Electronics,Fiction,319.8,19,2022-08-02,1088,California,PayPal,2022-08-02,319.8,19,6076.2,8
527,168,Books,Mobile,197.14,2,2022-03-26,1067,Illinois,Credit Card,2022-03-26,197.14,2,394.28,3
528,199,Books,Action Figure,338.69,8,2022-03-26,1041,Illinois,Debit Card,2022-03-26,338.69,8,2709.52,3
529,133,Groceries,Laptop,133.65,19,2023-05-04,1018,California,Debit Card,2023-05-04,133.65,19,2539.35,5
530,151,Clothing,Fruit,175.87,7,2022-03-06,1081,California,Debit Card,2022-03-06,175.87,7,1231.0900000000001,3
531,194,Toys,Fruit,459.16,17,2023-10-08,1093,Florida,PayPal,2023-10-08,459.16,17,7805.72,10
532,109,Toys,Non-fiction,148.8,6,2023-10-25,1018,California,Credit Card,2023-10-25,148.8,6,892.8000000000001,10
533,118,Toys,Non-fiction,237.64,19,2023-09-19,1057,Texas,Cash,2023-09-19,237.64,19,4515.16,9
534,157,Groceries,Fiction,445.62,6,2022-03-05,1022,New York,PayPal,2022-03-05,445.62,6,2673.7200000000003,3
535,195,Books,Fiction,355.32,2,2022-12-09,1053,California,Cash,2022-12-09,355.32,2,710.64,12
536,100,Groceries,Vegetable,35.79,6,2022-12-18,1079,Illinois,Debit Card,2022-12-18,35.79,6,214.74,12
537,168,Toys,Vegetable,77.92,5,2022-06-07,1064,Texas,Debit Card,2022-06-07,77.92,5,389.6,6
538,103,Clothing,Action Figure,8.88,19,2023-08-12,1011,Illinois,PayPal,2023-08-12,8.88,19,168.72000000000003,8
539,115,Electronics,Vegetable,317.31,4,2023-05-06,1023,Texas,Credit Card,2023-05-06,317.31,4,1269.24,5
540,123,Books,Laptop,226.6,17,2023-10-20,1033,California,Debit Card,2023-10-20,226.6,17,3852.2,10
541,179,Books,Laptop,71.47,11,2023-04-08,1052,New York,Cash,2023-04-08,71.47,11,786.17,4
542,101,Groceries,Fruit,479.18,4,2022-08-13,1007,Illinois,Cash,2022-08-13,479.18,4,1916.72,8
543,191,Books,Pants,267.18,13,2022-11-09,1017,Texas,PayPal,2022-11-09,267.18,13,3473.34,11
544,131,Toys,Laptop,124.74,17,2023-09-07,1056,Florida,Cash,2023-09-07,124.74,17,2120.58,9
545,190,Toys,Shirt,252.8,9,2023-04-11,1004,California,Credit Card,2023-04-11,252.8,9,2275.2000000000003,4
546,183,Groceries,Fiction,341.41,4,2022-03-29,1025,New York,Debit Card,2022-03-29,341.41,4,1365.64,3
547,123,Toys,Non-fiction,42.74,14,2022-10-30,1029,California,Cash,2022-10-30,42.74,14,598.36,10
548,111,Clothing,Vegetable,140.98,19,2023-11-11,1053,Florida,Cash,2023-11-11,140.98,19,2678.62,11
549,149,Groceries,Fruit,404.45,3,2023-03-11,1012,New York,Debit Card,2023-03-11,404.45,3,1213.35,3
550,134,Clothing,Mobile,232.53,14,2023-11-13,1082,Florida,PayPal,2023-11-13,232.53,14,3255.42,11
551,132,Electronics,Non-fiction,275.56,8,2022-05-15,1028,California,Cash,2022-05-15,275.56,8,2204.48,5
552,132,Clothing,Shirt,219.24,1,2022-02-19,1002,Texas,PayPal,2022-02-19,219.24,1,219.24,2
553,160,Electronics,Vegetable,26.73,10,2023-03-08,1089,California,PayPal,2023-03-08,26.73,10,267.3,3
554,150,Electronics,Shirt,87.05,18,2022-12-06,1057,California,Cash,2022-12-06,87.05,18,1566.8999999999999,12
555,142,Clothing,Fiction,225.54,16,2022-12-13,1075,California,Credit Card,2022-12-13,225.54,16,3608.64,12
556,111,Groceries,Fiction,108.55,8,2023-10-08,1001,Illinois,PayPal,2023-10-08,108.55,8,868.4,10
557,166,Toys,Action Figure,29.74,1,2022-12-13,1074,Florida,Cash,2022-12-13,29.74,1,29.74,12
558,164,Toys,Fruit,422.61,12,2023-10-11,1027,Florida,PayPal,2023-10-11,422.61,12,5071.32,10
559,132,Electronics,Non-fiction,490.69,8,2022-09-02,1081,Florida,Debit Card,2022-09-02,490.69,8,3925.52,9
560,139,Electronics,Board Game,397.61,16,2022-04-19,1076,Illinois,Credit Card,2022-04-19,397.61,16,6361.76,4
561,173,Groceries,Board Game,427.62,18,2023-06-17,1085,Texas,Credit Card,2023-06-17,427.62,18,7697.16,6
562,142,Books,Non-fiction,124.78,4,2022-03-31,1075,California,Debit Card,2022-03-31,124.78,4,499.12,3
563,143,Clothing,Mobile,480.51,6,2022-10-23,1001,Texas,Debit Card,2022-10-23,480.51,6,2883.06,10
564,128,Electronics,Fruit,102.48,12,2022-04-22,1006,Illinois,PayPal,2022-04-22,102.48,12,1229.76,4
565,112,Toys,Shirt,475.96,9,2023-08-12,1025,Florida,Debit Card,2023-08-12,475.96,9,4283.639999999999,8
566,111,Groceries,Mobile,497.44,15,2022-06-26,1089,California,Credit Card,2022-06-26,497.44,15,7461.6,6
567,194,Clothing,Pants,357.3,16,2022-12-09,1087,New York,Debit Card,2022-12-09,357.3,16,5716.8,12
568,145,Groceries,Non-fiction,490.67,12,2023-10-22,1075,New York,Cash,2023-10-22,490.67,12,5888.04,10
569,101,Clothing,Shirt,286.92,14,2022-04-11,1015,Texas,Cash,2022-04-11,286.92,14,4016.88,4
570,134,Clothing,Board Game,133.47,13,2023-09-21,1022,Florida,PayPal,2023-09-21,133.47,13,1735.11,9
571,186,Electronics,Laptop,221.31,2,2023-08-27,1039,New York,Credit Card,2023-08-27,221.31,2,442.62,8
572,180,Groceries,Action Figure,298.81,3,2023-02-05,1059,Texas,Cash,2023-02-05,298.81,3,896.4300000000001,2
573,189,Groceries,Board Game,41.18,10,2022-01-28,1072,Illinois,Debit Card,2022-01-28,41.18,10,411.8,1
574,107,Toys,Fruit,313.06,9,2023-06-21,1031,Texas,Cash,2023-06-21,313.06,9,2817.54,6
575,192,Toys,Fiction,490.68,8,2022-02-27,1014,Texas,Cash,2022-02-27,490.68,8,3925.44,2
576,125,Electronics,Laptop,99.1,10,2023-05-13,1012,Texas,PayPal,2023-05-13,99.1,10,991.0,5
577,173,Electronics,Action Figure,397.33,19,2022-10-24,1004,California,Debit Card,2022-10-24,397.33,19,7549.2699999999995,10
578,189,Books,Action Figure,454.41,3,2022-05-14,1074,Texas,Debit Card,2022-05-14,454.41,3,1363.23,5
579,133,Toys,Pants,472.13,5,2022-11-27,1073,Texas,Debit Card,2022-11-27,472.13,5,2360.65,11
580,106,Clothing,Pants,480.27,3,2022-09-06,1051,California,PayPal,2022-09-06,480.27,3,1440.81,9
581,167,Groceries,Vegetable,263.12,16,2023-07-04,1076,California,Debit Card,2023-07-04,263.12,16,4209.92,7
582,157,Electronics,Board Game,488.77,17,2022-03-16,1040,Illinois,Debit Card,2022-03-16,488.77,17,8309.09,3
583,174,Groceries,Board Game,379.87,15,2023-10-16,1052,Florida,Cash,2023-10-16,379.87,15,5698.05,10
584,128,Groceries,Board Game,85.03,3,2022-06-17,1049,New York,Cash,2022-06-17,85.03,3,255.09,6
585,135,Books,Vegetable,241.07,12,2023-05-18,1014,New York,Debit Card,2023-05-18,241.07,12,2892.84,5
586,188,Toys,Mobile,360.57,9,2022-12-21,1006,Texas,Credit Card,2022-12-21,360.57,9,3245.13,12
587,120,Electronics,Action Figure,127.43,12,2022-08-13,1039,Illinois,Credit Card,2022-08-13,127.43,12,1529.16,8
588,135,Groceries,Laptop,322.1,15,2023-10-26,1027,Texas,Debit Card,2023-10-26,322.1,15,4831.5,10
589,109,Electronics,Fruit,334.97,2,2023-06-15,1031,New York,Credit Card,2023-06-15,334.97,2,669.94,6
590,172,Clothing,Action Figure,85.54,18,2022-05-26,1098,California,PayPal,2022-05-26,85.54,18,1539.72,5
591,123,Books,Pants,284.72,12,2022-08-29,1014,Florida,Cash,2022-08-29,284.72,12,3416.6400000000003,8
592,163,Clothing,Shirt,386.96,4,2022-12-10,1099,Illinois,PayPal,2022-12-10,386.96,4,1547.84,12
593,198,Electronics,Fiction,251.95,16,2022-02-04,1084,California,Cash,2022-02-04,251.95,16,4031.2,2
594,148,Electronics,Vegetable,10.99,16,2023-12-03,1069,Florida,Credit Card,2023-12-03,10.99,16,175.84,12
595,198,Toys,Non-fiction,9.47,1,2022-01-01,1064,Illinois,Credit Card,2022-01-01,9.47,1,9.47,1
596,135,Groceries,Shirt,181.73,2,2022-06-02,1003,Illinois,Debit Card,2022-06-02,181.73,2,363.46,6
597,181,Groceries,Fruit,463.47,3,2023-03-05,1010,New York,Credit Card,2023-03-05,463.47,3,1390.41,3
598,195,Clothing,Board Game,118.2,17,2023-05-23,1025,California,Credit Card,2023-05-23,118.2,17,2009.4,5
599,123,Books,Pants,319.01,1,2022-05-06,1060,Illinois,Debit Card,2022-05-06,319.01,1,319.01,5
600,122,Groceries,Pants,114.93,6,2023-05-06,1036,Illinois,Debit Card,2023-05-06,114.93,6,689.58,5
601,161,Toys,Pants,164.23,15,2023-04-27,1022,Florida,Cash,2023-04-27,164.23,15,2463.45,4
602,195,Clothing,Board Game,424.78,14,2022-12-11,1092,New York,Credit Card,2022-12-11,424.78,14,5946.92,12
603,136,Clothing,Non-fiction,365.79,15,2022-08-09,1084,Texas,Cash,2022-08-09,365.79,15,5486.85,8
604,111,Toys,Vegetable,52.22,14,2023-12-24,1090,New York,Cash,2023-12-24,52.22,14,731.0799999999999,12
605,154,Books,Shirt,217.21,5,2022-01-25,1039,Texas,PayPal,2022-01-25,217.21,5,1086.05,1
606,112,Toys,Board Game,19.44,6,2023-06-12,1076,California,Credit Card,2023-06-12,19.44,6,116.64000000000001,6
607,122,Books,Fruit,243.04,17,2022-07-01,1022,California,Credit Card,2022-07-01,243.04,17,4131.68,7
608,188,Toys,Vegetable,332.9,11,2023-05-14,1015,Illinois,PayPal,2023-05-14,332.9,11,3661.8999999999996,5
609,198,Toys,Fruit,63.66,16,2023-10-03,1093,California,Cash,2023-10-03,63.66,16,1018.56,10
610,129,Electronics,Vegetable,148.0,12,2022-02-11,1060,Illinois,Credit Card,2022-02-11,148.0,12,1776.0,2
611,116,Clothing,Non-fiction,201.93,15,2023-04-26,1067,New York,Cash,2023-04-26,201.93,15,3028.9500000000003,4
612,161,Toys,Fiction,460.17,4,2023-03-15,1079,California,PayPal,2023-03-15,460.17,4,1840.68,3
613,183,Toys,Fruit,496.66,18,2023-02-06,1030,New York,Debit Card,2023-02-06,496.66,18,8939.880000000001,2
614,188,Groceries,Board Game,27.23,3,2023-06-30,1052,New York,Cash,2023-06-30,27.23,3,81.69,6
615,185,Clothing,Vegetable,381.7,8,2022-12-11,1024,California,Credit Card,2022-12-11,381.7,8,3053.6,12
616,112,Groceries,Pants,189.0,3,2022-02-14,1043,New York,Debit Card,2022-02-14,189.0,3,567.0,2
617,158,Clothing,Action Figure,199.27,8,2023-10-08,1011,California,Cash,2023-10-08,199.27,8,1594.16,10
618,118,Groceries,Pants,378.36,18,2022-01-21,1089,California,Cash,2022-01-21,378.36,18,6810.4800000000005,1
619,148,Toys,Mobile,459.62,10,2023-09-26,1096,California,Debit Card,2023-09-26,459.62,10,4596.2,9
620,199,Toys,Fiction,475.71,17,2022-03-11,1091,Texas,Debit Card,2022-03-11,475.71,17,8087.07,3
621,111,Electronics,Fiction,290.68,8,2022-02-17,1008,New York,Debit Card,2022-02-17,290.68,8,2325.44,2
622,160,Groceries,Pants,181.77,11,2023-05-06,1011,Florida,Credit Card,2023-05-06,181.77,11,1999.47,5
623,118,Books,Shirt,394.84,5,2023-07-05,1068,California,Credit Card,2023-07-05,394.84,5,1974.1999999999998,7
624,175,Electronics,Non-fiction,129.25,13,2022-10-14,1053,New York,Cash,2022-10-14,129.25,13,1680.25,10
625,108,Groceries,Fruit,284.22,5,2022-01-10,1053,Illinois,Cash,2022-01-10,284.22,5,1421.1000000000001,1
626,170,Groceries,Board Game,182.5,13,2023-06-26,1027,California,PayPal,2023-06-26,182.5,13,2372.5,6
627,127,Electronics,Fiction,330.03,6,2022-10-01,1055,California,Credit Card,2022-10-01,330.03,6,1980.1799999999998,10
628,177,Toys,Pants,124.0,5,2023-08-23,1098,Florida,Cash,2023-08-23,124.0,5,620.0,8
629,194,Groceries,Pants,99.84,9,2023-01-16,1068,Texas,Debit Card,2023-01-16,99.84,9,898.5600000000001,1
630,151,Toys,Non-fiction,459.53,16,2022-11-25,1097,Texas,Debit Card,2022-11-25,459.53,16,7352.48,11
631,182,Electronics,Non-fiction,55.39,2,2023-04-24,1097,California,Credit Card,2023-04-24,55.39,2,110.78,4
632,115,Toys,Laptop,255.45,1,2022-01-15,1076,New York,Debit Card,2022-01-15,255.45,1,255.45,1
633,168,Clothing,Laptop,114.32,8,2023-05-31,1057,Illinois,PayPal,2023-05-31,114.32,8,914.56,5
634,198,Books,Shirt,24.27,19,2022-07-10,1077,Illinois,Cash,2022-07-10,24.27,19,461.13,7
635,111,Groceries,Shirt,22.83,11,2022-06-17,1074,New York,Cash,2022-06-17,22.83,11,251.13,6
636,124,Books,Mobile,91.73,12,2023-06-05,1041,California,Cash,2023-06-05,91.73,12,1100.76,6
637,151,Toys,Shirt,434.05,12,2023-09-13,1037,Illinois,Credit Card,2023-09-13,434.05,12,5208.6,9
638,184,Groceries,Vegetable,144.83,7,2022-05-17,1067,Texas,Debit Card,2022-05-17,144.83,7,1013.8100000000001,5
639,199,Toys,Non-fiction,475.48,13,2022-06-03,1052,New York,PayPal,2022-06-03,475.48,13,6181.24,6
640,152,Clothing,Board Game,292.9,8,2023-01-23,1032,Florida,Credit Card,2023-01-23,292.9,8,2343.2,1
641,122,Electronics,Vegetable,221.12,9,2022-07-28,1070,California,Cash,2022-07-28,221.12,9,1990.08,7
642,115,Groceries,Fruit,292.14,7,2022-09-29,1055,New York,PayPal,2022-09-29,292.14,7,2044.98,9
643,156,Clothing,Pants,260.77,15,2022-05-23,1071,Illinois,Cash,2022-05-23,260.77,15,3911.5499999999997,5
644,138,Clothing,Shirt,380.59,2,2023-09-03,1050,California,Cash,2023-09-03,380.59,2,761.18,9
645,152,Groceries,Pants,144.84,12,2022-03-10,1073,Texas,Credit Card,2022-03-10,144.84,12,1738.08,3
646,141,Toys,Fiction,179.76,1,2022-09-04,1042,California,Cash,2022-09-04,179.76,1,179.76,9
647,157,Clothing,Mobile,447.58,8,2022-09-18,1014,California,PayPal,2022-09-18,447.58,8,3580.64,9
648,138,Books,Fiction,473.5,5,2022-03-20,1037,Texas,Cash,2022-03-20,473.5,5,2367.5,3
649,113,Clothing,Mobile,446.82,15,2023-10-20,1014,Texas,Debit Card,2023-10-20,446.82,15,6702.3,10
650,194,Toys,Laptop,212.63,1,2023-09-15,1004,California,Cash,2023-09-15,212.63,1,212.63,9
651,104,Toys,Pants,391.28,1,2023-08-28,1092,Texas,Credit Card,2023-08-28,391.28,1,391.28,8
652,134,Books,Mobile,240.79,10,2023-06-09,1082,New York,PayPal,2023-06-09,240.79,10,2407.9,6
653,186,Clothing,Action Figure,251.28,10,2023-09-13,1053,Texas,Credit Card,2023-09-13,251.28,10,2512.8,9
654,192,Toys,Vegetable,106.32,15,2022-11-26,1050,Texas,Debit Card,2022-11-26,106.32,15,1594.8,11
655,174,Groceries,Mobile,297.61,17,2022-07-08,1009,California,Cash,2022-07-08,297.61,17,5059.37,7
656,117,Electronics,Mobile,97.14,6,2022-04-05,1011,New York,Credit Card,2022-04-05,97.14,6,582.84,4
657,175,Electronics,Vegetable,169.12,3,2023-09-09,1003,Florida,Credit Card,2023-09-09,169.12,3,507.36,9
658,108,Electronics,Pants,428.24,13,2022-01-08,1094,Florida,Credit Card,2022-01-08,428.24,13,5567.12,1
659,173,Clothing,Pants,107.5,16,2022-03-08,1017,Illinois,Credit Card,2022-03-08,107.5,16,1720.0,3
660,157,Books,Vegetable,40.22,8,2023-05-11,1079,Texas,Debit Card,2023-05-11,40.22,8,321.76,5
661,116,Toys,Fiction,39.16,15,2022-07-10,1035,Texas,Debit Card,2022-07-10,39.16,15,587.4,7
662,106,Groceries,Action Figure,470.69,17,2023-01-01,1024,New York,Cash,2023-01-01,470.69,17,8001.73,1
663,145,Groceries,Board Game,255.93,17,2023-06-05,1086,Florida,Cash,2023-06-05,255.93,17,4350.81,6
664,112,Clothing,Fruit,207.66,13,2022-04-27,1075,Illinois,PayPal,2022-04-27,207.66,13,2699.58,4
665,139,Electronics,Action Figure,406.38,17,2022-09-24,1097,New York,Debit Card,2022-09-24,406.38,17,6908.46,9
666,141,Clothing,Pants,418.73,6,2023-09-03,1035,Texas,Credit Card,2023-09-03,418.73,6,2512.38,9
667,108,Books,Board Game,169.43,17,2023-04-30,1066,Florida,Credit Card,2023-04-30,169.43,17,2880.31,4
668,149,Books,Laptop,348.34,16,2023-05-24,1008,Illinois,PayPal,2023-05-24,348.34,16,5573.44,5
669,126,Toys,Shirt,386.71,14,2022-10-25,1060,California,Credit Card,2022-10-25,386.71,14,5413.94,10
670,165,Toys,Mobile,329.05,13,2022-06-13,1052,Florida,PayPal,2022-06-13,329.05,13,4277.650000000001,6
671,104,Books,Vegetable,80.04,6,2023-01-11,1017,Illinois,Cash,2023-01-11,80.04,6,480.24,1
672,128,Books,Vegetable,438.56,3,2023-10-15,1042,New York,Debit Card,2023-10-15,438.56,3,1315.68,10
673,136,Books,Mobile,271.85,14,2022-09-25,1034,California,PayPal,2022-09-25,271.85,14,3805.9000000000005,9
674,137,Clothing,Shirt,144.82,14,2023-07-03,1062,Illinois,Credit Card,2023-07-03,144.82,14,2027.48,7
675,182,Books,Fruit,215.49,15,2022-03-15,1097,Illinois,PayPal,2022-03-15,215.49,15,3232.3500000000004,3
676,107,Groceries,Shirt,23.6,8,2023-05-23,1077,Texas,Cash,2023-05-23,23.6,8,188.8,5
677,164,Electronics,Board Game,68.29,15,2022-03-14,1003,Florida,Credit Card,2022-03-14,68.29,15,1024.3500000000001,3
678,185,Books,Shirt,383.95,13,2022-11-04,1092,Texas,Cash,2022-11-04,383.95,13,4991.349999999999,11
679,116,Electronics,Board Game,5.01,17,2022-07-18,1040,California,Cash,2022-07-18,5.01,17,85.17,7
680,170,Clothing,Shirt,211.2,3,2022-05-10,1044,Illinois,PayPal,2022-05-10,211.2,3,633.5999999999999,5
681,188,Electronics,Fruit,263.64,6,2023-07-26,1049,Texas,Cash,2023-07-26,263.64,6,1581.84,7
682,144,Clothing,Fruit,32.04,5,2023-09-07,1078,Florida,Credit Card,2023-09-07,32.04,5,160.2,9
683,103,Groceries,Pants,486.67,17,2023-05-02,1027,California,Cash,2023-05-02,486.67,17,8273.39,5
684,135,Clothing,Mobile,116.93,2,2022-05-31,1041,New York,Cash,2022-05-31,116.93,2,233.86,5
685,169,Clothing,Fruit,155.58,15,2023-10-31,1079,Texas,PayPal,2023-10-31,155.58,15,2333.7000000000003,10
686,130,Toys,Board Game,155.45,5,2022-07-25,1075,California,Cash,2022-07-25,155.45,5,777.25,7
687,118,Books,Fruit,119.06,6,2022-06-28,1068,New York,Debit Card,2022-06-28,119.06,6,714.36,6
688,160,Books,Pants,5.73,6,2022-07-16,1097,Texas,PayPal,2022-07-16,5.73,6,34.38,7
689,153,Groceries,Vegetable,366.03,18,2022-03-30,1000,California,PayPal,2022-03-30,366.03,18,6588.539999999999,3
690,138,Groceries,Board Game,483.59,18,2023-03-10,1038,California,Credit Card,2023-03-10,483.59,18,8704.619999999999,3
691,190,Books,Pants,116.03,4,2022-07-02,1095,Texas,Credit Card,2022-07-02,116.03,4,464.12,7
692,173,Toys,Fiction,333.21,17,2022-07-28,1089,California,Credit Card,2022-07-28,333.21,17,5664.57,7
693,189,Books,Fiction,372.24,14,2023-05-08,1016,Illinois,Credit Card,2023-05-08,372.24,14,5211.360000000001,5
694,118,Toys,Laptop,424.97,14,2022-05-10,1090,Texas,Debit Card,2022-05-10,424.97,14,5949.58,5
695,138,Groceries,Shirt,214.2,13,2023-10-27,1087,California,PayPal,2023-10-27,214.2,13,2784.6,10
696,166,Electronics,Mobile,154.95,7,2022-01-13,1034,New York,Cash,2022-01-13,154.95,7,1084.6499999999999,1
697,144,Groceries,Non-fiction,166.02,12,2023-09-26,1045,New York,Credit Card,2023-09-26,166.02,12,1992.2400000000002,9
698,112,Groceries,Action Figure,357.75,15,2022-04-16,1041,Illinois,Credit Card,2022-04-16,357.75,15,5366.25,4
699,191,Clothing,Pants,409.31,19,2023-01-10,1038,Texas,Credit Card,2023-01-10,409.31,19,7776.89,1
700,157,Clothing,Vegetable,94.9,11,2023-08-05,1089,California,Cash,2023-08-05,94.9,11,1043.9,8
701,119,Clothing,Action Figure,188.62,15,2023-12-08,1048,California,Credit Card,2023-12-08,188.62,15,2829.3,12
702,191,Clothing,Vegetable,451.46,12,2023-11-29,1061,New York,Cash,2023-11-29,451.46,12,5417.5199999999995,11
703,171,Toys,Action Figure,404.31,3,2022-04-09,1037,Illinois,PayPal,2022-04-09,404.31,3,1212.93,4
704,160,Books,Pants,492.5,17,2023-08-17,1022,New York,PayPal,2023-08-17,492.5,17,8372.5,8
705,138,Electronics,Non-fiction,378.35,3,2023-08-10,1021,New York,PayPal,2023-08-10,378.35,3,1135.0500000000002,8
